IDOE_SCHOOL_ID,SCHOOL_NAME,PRINCIPAL_TITLE,PRINCIPAL_FIRST_NAME,PRINCIPAL_LAST_NAME,PRINCIPAL_EMAIL,ADDRESS,CITY,STATE,ZIP,COUNTY_NAME,PHONE,FAX,LOW_GRADE,HIGH_GRADE,SCHOOL_HOMEPAGE,lon,lat,coord,type
1265,South Decatur Elementary School,NA,Nicole,Stone,nstone@decaturco.k12.in.us,9302 S CR 420 W,Greensburg,IN,47240,Decatur,(812) 591-3115,(812) 663-4168,PK,06,http://sdes.decaturco.k12.in.us,-85.5585564,39.2009222,39.2009222+-85.5585564,p
1266,North Decatur Elementary School,NA,Robert,Smith,rsmith@decaturco.k12.in.us,3300 N SR 3,Greensburg,IN,47240,Decatur,(812) 663-9215,(812) 663-4168,KG,06,http://ndes.decaturco.k12.in.us,-85.4773568,39.3850363,39.3850363+-85.4773568,p
1267,North Decatur Jr-Sr High School,NA,Deborah,Reynolds,debbiereynolds@decaturco.k12.in.us,3172 N SR 3,Greensburg,IN,47240,Decatur,(812) 663-4204,(812) 663-4168,07,12,http://ndhs.decaturco.k12.in.us,-85.477679,39.3831089,39.3831089+-85.477679,p
1268,Greensburg Community High School,NA,MICHAEL,MYERS,mmyers@greensburg.k12.in.us,1000 E Central Ave,Greensburg,IN,47240,Decatur,(812) 663-7176,(812) 663-8911,09,12,http://www.greensburg.k12.in.us/gchs/,-85.46797269999999,39.3428698,39.3428698+-85.4679727,p
1269,Greensburg Community Jr High,NA,MATTHEW,CLIFFORD,mclifford@greensburg.k12.in.us,505 E Central Ave,Greensburg,IN,47240,Decatur,(812) 663-7523,(812) 663-9425,06,08,http://www.greensburg.k12.in.us,-85.47824100000001,39.339362,39.339362+-85.478241,p
1270,Greensburg Elementary,NA,MARY,MEYER,mmeyer@greensburg.k12.in.us,900 N Big Blue Ave,Greensburg,IN,47240,Decatur,(812) 663-8112,(812) 662-6516,PK,05,http://www.greensburg.k12.in.us/ges,-85.483581,39.3372722,39.3372722+-85.483581,p
1317,Eastside Junior-Senior High School,NA,Orie,Foster,ofoster@dkeschools.com,603 E Green St,Butler,IN,46721,Dekalb,(260) 868-2186,(260) 868-5773,07,12,http://www.dekalbeastern.com/eastside/index.cfm,-84.8629826,41.4315123,41.4315123+-84.8629826,p
1321,Butler Elementary School,NA,Kim,Clark,kclark@dkeschools.com,1025 S Broadway,Butler,IN,46721,Dekalb,(260) 868-2123,(260) 868-1709,KG,06,http://www.dekalbeastern.com/butler/index.cfm,-84.86900849999999,41.4172677,41.4172677+-84.8690085,p
1333,Impact Institutue,Mr,Jim,Walmsley,jwalmsley@fcavc.org,1607 E Dowling St,Kendallville,IN,46755,Noble,(888) 349-0250,(260) 349-0240,06,12,http://www.fcavc.org,-85.2405083,41.4452714,41.4452714+-85.2405083,p
1335,Riverdale Elementary School,NA,Brennen,Kitchen,bkitchen@dkeschools.com,6127 SR 1,Saint Joe,IN,46785,Dekalb,(260) 337-5464,(260) 337-5114,KG,06,http://www.dekalbeastern.com/riverdale/index.cfm,-84.90474379999999,41.3116036,41.3116036+-84.9047438,p
1337,Northeast IN Spec Ed Coop,Ms,Mary,Burton,MBurton@NEISC.COM,1607 E Dowling,Kendallville,IN,46755,Noble,(260) 347-5236,(260) 347-1657,PK,12,http://www.neisec.org/,-85.2649754,41.4414384,41.4414384+-85.2649754,p
1325,Garrett High School,NA,Matt,Smith,msmith@gkb.k12.in.us,801 E Houston St,Garrett,IN,46738,Dekalb,(260) 357-4114,(260) 357-5000,09,12,http://www.gkb.k12.in.us,-85.1268665,41.3467725,41.3467725+-85.1268665,p
1329,J E Ober Elementary School,NA,Kristi,Surfus,ksurfus@gkb.k12.in.us,801 E Houston St,Garrett,IN,46738,Dekalb,(260) 357-3112,(260) 357-3317,PK,05,http://www.gkb.k12.in.us,-85.1268665,41.3467725,41.3467725+-85.1268665,p
1331,Garrett Middle School,NA,Canden,Pepple,cpepple@gkb.k12.in.us,801 E Houston St,Garrett,IN,46738,Dekalb,(260) 357-5745,(260) 357-3575,06,08,http://www.gkb.k12.in.us,-85.1268665,41.3467725,41.3467725+-85.1268665,p
1341,Waterloo Elementary School,NA,Amanda,Rice,arice@dekalbcentral.net,300 E Douglas St,Waterloo,IN,46793,Dekalb,(260) 920-1011,(260) 837-7051,PK,05,https://wtl.dekalbcentral.net/,-85.01636200000002,41.4293557,41.4293557+-85.016362,p
1345,DeKalb High School,NA,Marcus,Wagner,mwagner@dekalbcentral.net,3424 CR 427,Waterloo,IN,46793,Dekalb,(260) 920-1012,(260) 837-7841,09,12,https://dhs.dekalbcentral.net/,-85.04055869999999,41.40682899999999,41.406829+-85.0405587,p
1346,DeKalb Middle School,NA,Matthew,Vince,mvince@dekalbcentral.net,3338 CR 427,Waterloo,IN,46793,Dekalb,(260) 920-1013,(260) 837-7812,06,08,https://dms.dekalbcentral.net/,-85.0387727,41.4094063,41.4094063+-85.0387727,p
1351,James R Watson Elementary School,NA,Austin,Harrison,aharrison@dekalbcentral.net,901 Eckhart Ave,Auburn,IN,46706,Dekalb,(260) 920-1014,(260) 925-5612,PK,05,https://jrw.dekalbcentral.net/,-85.0433999,41.3720448,41.3720448+-85.0433999,p
1357,McKenney-Harrison Elementary Sch,NA,Justin,Hoard,jhoard@dekalbcentral.net,400 South Indiana Ave,Auburn,IN,46706,Dekalb,(260) 920-1015,(260) 925-4668,PK,05,https://mck.dekalbcentral.net/,-85.06040349999999,41.3632832,41.3632832+-85.0604035,p
1359,Country Meadow Elementary School,NA,Jane,Bitting,jbitting@dekalbcentral.net,2410 CR 10,Ashley,IN,46705,Dekalb,(260) 920-1017,(260) 587-9232,PK,05,https://cm.dekalbcentral.net/,-85.078228,41.48846899999999,41.488469+-85.078228,p
1365,Royerton Elementary School,NA,Amy,Lewman,alewman@delcomschools.org,1401 E Royerton Rd,Muncie,IN,47303,Delaware,(765) 282-2044,(765) 288-3584,KG,05,http://res.delcomschools.org,-85.3711869,40.2614173,40.2614173+-85.3711869,p
1367,Delta Middle School,NA,Douglas,Marshall,dmarshall@delcomschools.org,9800 N CR 200 E,Muncie,IN,47303,Delaware,(765) 747-0869,(765) 213-2131,06,08,http://dms.delcomschools.org,-85.4217348,40.0757966,40.0757966+-85.4217348,p
1369,Delta High School,NA,Christopher,Conley,cconley@delcomschools.org,3400 E SR 28,Muncie,IN,47303,Delaware,(765) 288-5597,(765) 288-8498,09,12,http://dhs.delcomschools.org,-85.3480228,40.278571,40.278571+-85.3480228,p
1409,Eaton Elementary School,NA,Chyenne,Wilder,cwilder@delcomschools.org,200 N E Union St,Eaton,IN,47338,Delaware,(765) 396-3301,(765) 396-3641,KG,05,http://ees.delcomschools.org,-85.3595226,40.3414666,40.3414666+-85.3595226,p
1520,Albany Elementary School,NA,Ryan,Parrott,rparrott@delcomschools.org,700 W State St,Albany,IN,47320,Delaware,(765) 789-6102,(765) 789-6349,KG,05,http://aes.delcomschools.org,-85.2450467,40.3002231,40.3002231+-85.2450467,p
1372,Wes-Del Middle/Senior High School,NA,Adam,Perdue,aperdue@wes-del.org,10000 N CR 600 W,Gaston,IN,47342,Delaware,(765) 358-4091,(765) 358-3514,06,12,http://www.wes-del.k12.in.us,-85.4992582,40.2807188,40.2807188+-85.4992582,p
1412,Wes-Del Preschool,Mrs,Tracy,Shafer,tshafer@wes-del.org,201 Elm Street,Gaston,IN,47342,Delaware,(765) 358-3335,(000) 000-0000,PK,PK,http://wes-del.k12.in.us,-85.5022125,40.3135205,40.3136361+-85.4990569,p
1413,Wes-Del Elementary School,NA,Todd,Reagan,treagan@wes-del.org,500 Jackson St,Gaston,IN,47342,Delaware,(765) 358-3079,(765) 358-3573,KG,05,http://www.wes-del.k12.in.us,-85.495955,40.3156364,40.3156364+-85.495955,p
1375,Wapahani High School,NA,Marcus,Fahey,mfahey@libertyperry.org,10401 E CR 167 S,Selma,IN,47383,Delaware,(765) 289-7323,(765) 281-3724,09,12,http://www.libertyperry.org/,-85.2644052,40.1676557,40.1676557+-85.2644052,p
1377,Selma Middle School,NA,Heath,Dudley,hdudley@libertyperry.org,10501 E CR 167 S,Selma,IN,47383,Delaware,(765) 288-7242,(765) 281-3727,06,08,http://www.libertyperry.org/,-85.2630307,40.1670411,40.1670411+-85.2630307,p
1381,Selma Elementary School,NA,Lesley,Moulton,lmoulton@libertyperry.org,200 S East St,Selma,IN,47383,Delaware,(765) 282-2455,(765) 281-3730,KG,05,http://www.libertyperry.org/,-85.2647255,40.191666,40.1932099+-85.2657136,p
1385,Cowan Elementary School,NA,Lendon,Schwartz,lschwartz@cowan.k12.in.us,1000 W CR 600 S,Muncie,IN,47302,Delaware,(765) 289-7129,(765) 741-5958,KG,06,http://www.cowan.k12.in.us/cms/One.aspx?portalId=248974&pageId=258694,-85.395793,40.1066079,40.1066079+-85.395793,p
1386,Cowan High School,NA,Brent,Adams,badams@cowan.k12.in.us,9401 S Nottingham,Muncie,IN,47302,Delaware,(765) 289-7128,(765) 741-5954,07,12,http://www.cowan.k12.in.us/schools/cowan_jr___sr__high_school,-85.3931312,40.1080198,40.1080198+-85.3931312,p
1387,Yorktown Middle School,NA,Todd,Strong,tstrong@yorktown.k12.in.us,8820 W Smith St,Yorktown,IN,47396,Delaware,(765) 759-2660,(765) 759-3243,06,08,http://www.yorktown.k12.in.US/pve/index.htm,-85.4919319,40.1770414,40.1770414+-85.4919319,p
1389,Yorktown High School,NA,Stacey,Brewer,sbrewer@yorktown.k12.in.us,1100 S Tiger Dr,Yorktown,IN,47396,Delaware,(765) 759-2550,(765) 759-4040,09,12,http://www.yorktown.k12.in.us/yhs/,-85.4937837,40.1829374,40.1829374+-85.4937837,p
1393,Yorktown Elementary School,NA,Wesley,Thornburgh,wthornburgh@yorktown.k12.in.us,8810 W Smith St,Yorktown,IN,47396,Delaware,(765) 759-2770,(765) 759-4038,03,05,http://www.yorktown.k12.in.us/YES/,-85.49007999999999,40.1775279,40.1775279+-85.49008,p
1395,Pleasant View Elementary School,NA,Kelli,Turner,kturner@yorktown.k12.in.us,9101 W River Rd,Yorktown,IN,47396,Delaware,(765) 759-2800,(765) 759-3258,KG,02,http://www.yorktown.k12.in.us/pve/index.htm,-85.4937535,40.1845418,40.1845418+-85.4937535,p
1401,Daleville Jr-Sr High School,NA,Eric,Douglas,edouglas@daleville.k12.in.us,8400 S Bronco Dr,Daleville,IN,47334,Delaware,(765) 378-3371,(765) 378-4076,07,12,http://www.daleville.k12.in.us,-85.5545349,40.1184683,40.1184683+-85.5545349,p
1405,Daleville Elementary School,NA,Jason,Rees,jrees@daleville.k12.in.us,8600 S Bronco Dr,Daleville,IN,47334,Delaware,(765) 378-0251,(765) 378-4085,KG,06,http://www.daleville.k12.in.us,-85.5545504,40.1156161,40.1156161+-85.5545504,p
1421,Muncie Central High School,NA,Justin,Oliver,Justin.Oliver@muncieschools.org,801 N Walnut St,Muncie,IN,47305,Delaware,(765) 747-5260,(765) 747-5314,PK,12,http://chs.muncie.k12.in.us/,-85.3877266,40.2011017,40.2011017+-85.3877266,p
1422,Muncie Area Career Center,Mr,Christopher,Smith,Christopher.Smith@muncieschools.org,2500 N Elgin,Muncie,IN,47303,Delaware,(765) 747-5250,(765) 747-5455,06,12,http://macc.muncie.k12.in.us/,-85.3644889,40.2158033,40.2158033+-85.3644889,p
1431,Northside Middle School,NA,Eric,Grim,Eric.Grim@muncieschools.org,2400 W Bethel Ave,Muncie,IN,47304,Delaware,(765) 747-5290,(765) 751-0616,06,08,http://nms.muncie.k12.in.us/,-85.41353470000001,40.2129699,40.2129699+-85.4135347,p
1437,Southside Middle School,NA,Michael,Raters,Michael.Raters@muncieschools.org,1601 East 26th St,Muncie,IN,47302,Delaware,(765) 747-5320,(765) 747-5325,06,08,http://sms.muncie.k12.in.us/,-85.3693309,40.16271649999999,40.1627165+-85.3693309,p
1470,Grissom Elementary School,NA,Brittney,Charles,Brittney.Charles@muncieschools.org,3201 S Macedonia Ave,Muncie,IN,47302,Delaware,(765) 747-5401,(765) 751-0634,PK,05,http://grissom.muncie.k12.in.us/,-85.3680397,40.1648992,40.1648992+-85.3680397,p
1482,South View Elementary School,NA,Casey,Smitherman,Casey.Smitherman@muncieschools.org,2100 S Franklin,Muncie,IN,47302,Delaware,(765) 747-5226,(765) 751-0671,PK,05,http://southview.muncie.k12.in.us/,-85.38950129999999,40.1754884,40.1754884+-85.3895013,p
1485,Longfellow Elementary School,NA,Gerry,Moore,Gerry.Moore@muncieschools.org,1900 E Centennial,Muncie,IN,47303,Delaware,(765) 747-5410,(765) 751-0661,PK,05,http://www.muncie.k12.in.us/lfweb,-85.3648453,40.2084783,40.2084783+-85.3648453,p
1496,North View Elementary School,NA,Aiesha,Allen,Aiesha.Allen@muncieschools.org,807 W Yale Ave,Muncie,IN,47304,Delaware,(765) 747-5422,(765) 751-0615,PK,05,http://northview.muncie.k12.in.us/,-85.395551,40.2238172,40.2238172+-85.395551,p
1500,Muncie Virtual Academy,NA,Craig,Standish,Craig.Standish@muncieschools.org,4301 S Cowan Rd,Muncie,IN,47302,Delaware,(765) 256-9999,NA,KG,12,NA,-85.4057523,40.1545906,40.1545906+-85.4057523,p
1513,East Washington Academy,NA,Jenna,Willaman,Jenna.Willaman@muncieschools.org,1000 E Washington,Muncie,IN,47305,Delaware,(765) 747-5434,(765) 281-6740,PK,05,http://www.muncie.k12.in.us/hpweb,-85.3751407,40.1951775,40.1951775+-85.3751407,p
1517,West View Elementary School,NA,Eric,Ambler,Eric.Ambler@muncieschools.org,3401 W Gilbert St,Muncie,IN,47304,Delaware,(765) 747-5437,(765) 747-5406,PK,05,http://westview.muncie.k12.in.us/,-85.4258698,40.1951955,40.1951955+-85.4258698,p
1524,Youth Opportunity Center,NA,Craig,Standish,Craig.Standish@muncieschools.org,3700 W Kilgore Ave,Muncie,IN,47304,Delaware,(765) 747-5223,(765) 751-6010,KG,12,http://www.muncie.k12.in.us/yocweb/Home,-85.4276433,40.1817052,40.1817052+-85.4276433,p
1545,Northeast Dubois Jr/Sr High School,NA,JOHN,CHINN,jchinn@nedubois.k12.in.us,4711 N Dubois Rd,Dubois,IN,47527,Dubois,(812) 678-2251,(812) 678-3991,07,12,http://www.nedubois.k12.in.us/1/home,-86.7964178,38.4509433,38.4509433+-86.7964178,p
1549,Northeast Dubois Intermediate School,NA,RYAN,CASE,CASE@nedubois.k12.in.us,4550 N Fourth St,Dubois,IN,47527,Dubois,(812) 678-2181,(812) 678-2282,03,06,http://www.nedubois.k12.in.us/2/home,-86.80111,38.445821,38.445821+-86.80111,p
1577,Northeast Dubois Elementary School,NA,COURTNEY,HOPF,chopf@nedubois.k12.in.us,5533 E St Raphael St,Dubois,IN,47527,Dubois,(812) 678-3011,(812) 678-2013,PK,02,http://www.nedubois.k12.in.us/3/home,-86.80167999999999,38.443892,38.443892+-86.80168,p
1563,Pine Ridge Elementary School,NA,Karl,Hinson,karl.hinson@sedubois.k12.in.us,4613 S Pine Ridge Rd,Birdseye,IN,47513,Dubois,(812) 817-0900,(812) 326-2016,PK,04,http://www.sedubois.k12.in.us/pineridge/,-86.76746279999999,38.3122921,38.3122921+-86.7674628,p
1581,Ferdinand Elementary School,NA,Kerri,Winkler,kerri.winkler@sedubois.k12.in.us,402 E 8th St,Ferdinand,IN,47532,Dubois,(812) 817-0900,(812) 367-1194,PK,04,http://www.sedubois.k12.in.us/ferdelm,-86.8592824,38.2225609,38.2225609+-86.8592824,p
1583,Forest Park Jr-Sr High School,NA,Ryan,Haas,ryan.haas@sedubois.k12.in.us,1440 Michigan St,Ferdinand,IN,47532,Dubois,(812) 817-0900,(812) 367-1174,07,12,http://www.sedubois.k12.in.us/fphs/fphs.htm,-86.8573227,38.2276981,38.2276981+-86.8573227,p
1586,Cedar Crest Intermediate School,NA,Cassandra,Williams,cassie.williams@sedubois.k12.in.us,4770 S State Rd 162,Huntingburg,IN,47542,Dubois,(812) 817-0900,(812) 481-2963,05,06,http://www.sedubois.k12.in.us/cedarcrest/index.htm,-86.8658214,38.2471642,38.2471642+-86.8658214,p
1529,Holland Elementary School,NA,Jacob,Moyes,moyesj@swdubois.k12.in.us,408 Meridian St,Holland,IN,47541,Dubois,(812) 536-2441,(812) 536-2282,PK,05,http://www.swdubois.k12.in.us,-87.03590299999999,38.2489363,38.2489363+-87.035903,p
1587,Southridge Middle School,NA,Chad,Whitehead,whiteheadc@swdubois.k12.in.us,1112 S Main St,Huntingburg,IN,47542,Dubois,(812) 683-3372,(812) 683-2817,06,08,http://swdubois.k12.in.us,-86.96401499999999,38.274442,38.274442+-86.964015,p
1588,Southridge High School,NA,Greg,Gogel,gogelg@swdubois.k12.in.us,1110 S Main St,Huntingburg,IN,47542,Dubois,(812) 683-2272,(812) 683-2010,09,12,http://swdubois.k12.in.us,-86.96428590000001,38.2754638,38.2754638+-86.9642859,p
1590,Huntingburg Elementary School,NA,Megan,Anselment,anselmentm@swdubois.k12.in.us,501 W Sunset Dr,Huntingburg,IN,47542,Dubois,(812) 683-1172,(812) 683-5605,PK,05,http://www.swdubois.k12.in.us,-86.9690569,38.2751752,38.2751752+-86.9690569,p
1569,Ireland Elementary School,NA,Shannon,Bauer,SBauer@gjcs.k12.in.us,2386 N 500 W,Ireland,IN,47545,Dubois,(812) 482-7751,(812) 482-7765,PK,05,http://www.gjcs.k12.in.us/3/home,-86.9976703,38.4124089,53.7797554+-7.3055309,p
1575,Jasper Middle School,NA,David,Hubster,DHubster@gjcs.k12.in.us,3600 Portersville Rd,Jasper,IN,47546,Dubois,(812) 482-6454,(812) 482-6457,06,08,http://www.gjcs.k12.in.us/2/Home,-86.9484834,38.4248663,38.4248663+-86.9484834,p
1591,Exceptional Children's Cooperative,Ms,Pam,Bell,pambell@dpscoop.org,1520 St Charles St Suite 2,Jasper,IN,47546,Dubois,(812) 482-6661,(812) 482-9381,PK,12,http://www.dspcoop.k12.in.us/,-86.9514957,38.4005881,38.4005881+-86.9514957,p
1593,Jasper High School,NA,Geoffrey,Mauck,GMauck@gjcs.k12.in.us,1600 St Charles St,Jasper,IN,47546,Dubois,(812) 482-6050,(812) 634-1301,09,12,http://www.gjcs.k12.in.us/1/Home,-86.9502047,38.40240319999999,38.4024032+-86.9502047,p
1601,Jasper Elementary School,NA,Kent,Taylor,KTaylor@gjcs.k12.in.us,3799 N Portersville Rd,Jasper,IN,47546,Dubois,(812) 482-2529,(812) 481-2043,PK,05,http://www.gjcs.k12.in.us/5/home,-86.9518808,38.4339041,38.4339041+-86.9518808,p
1613,Fairfield Jr-Sr High School,NA,Jason,Grasty,jgrasty@fairfield.k12.in.us,67530 US 33,Goshen,IN,46526,Elkhart,(574) 831-2184,(574) 831-2187,07,12,http://www.fairfield.k12.in.us/Fairfield/fairfield.htm,-85.76778589999999,41.5177497,41.5177497+-85.7677859,p
1621,Millersburg Elementary- Middle Sch,NA,Wade,Jagger,wjagger@fairfield.k12.in.us,203 E Main St,Millersburg,IN,46543,Elkhart,(574) 642-3074,(574) 642-3918,KG,08,http://www.fairfield.k12.in.us/Millersburg/millersburg.htm,-85.6970114,41.5259638,41.5259638+-85.6970114,p
1649,New Paris Elementary School,NA,Megan,Gingerich,mgingerich@fairfield.k12.in.us,18665 CR 46,New Paris,IN,46553,Elkhart,(574) 831-2196,(574) 831-3160,KG,06,http://www.fairfield.k12.in.us/NewParis/newparis.htm,-85.822385,41.5036797,41.5036797+-85.822385,p
1652,Benton Elementary School,NA,Carla,Hochstetler,chochstetler@fairfield.k12.in.us,68350 CR 31,Goshen,IN,46526,Elkhart,(574) 831-2192,(574) 831-2200,KG,06,http://www.fairfield.k12.in.us/Benton/benton.htm,-85.76788610000001,41.5035433,41.5035433+-85.7678861,p
1701,Jimtown High School,NA,Timothy,Pletcher,tpletcher@baugo.org,59021 CR 3 S,Elkhart,IN,46517,Elkhart,(574) 295-2343,(574) 294-5596,09,12,http://baugocommunity.in.schoolwebpages.com/education/school/school.php?sectionid=3,-86.02399640000002,41.6372322,41.6370246+-86.0245929,p
1703,Jimtown Junior High School,NA,Timothy,Pletcher,tpletcher@baugo.org,58903 CR 3 S,Elkhart,IN,46517,Elkhart,(574) 294-6586,(574) 970-2110,07,08,http://baugocommunity.in.schoolwebpages.com/education/school/school.php?sectionid=4,-86.02455069999999,41.6395392,41.6395125+-86.0246319,p
1705,Jimtown Elementary School,NA,Timothy,Pletcher,tpletcher@baugo.org,58901 CR 3 S,Elkhart,IN,46517,Elkhart,(574) 522-0379,(574) 522-3899,KG,02,http://baugocommunity.in.schoolwebpages.com/education/school/school.php?sectionid=7,-86.024683,41.6400786,41.6400786+-86.024683,p
1707,Jimtown Intermediate School,NA,Timothy,Pletcher,tpletcher@baugo.org,58703 CR 3 S,Elkhart,IN,46517,Elkhart,(574) 294-2158,(574) 522-7649,03,06,http://baugocommunity.in.schoolwebpages.com/education/school/school.php?sectionid=5,-86.0234069,41.6421917,41.6421211+-86.023477,p
1713,Concord Junior High School,NA,Elizabeth,McEachern,bmceachern@concord.k12.in.us,59397 CR 11 S,Elkhart,IN,46517,Elkhart,(574) 875-5122,(574) 875-1089,07,08,https://www.concord.k12.in.us/junior-high/,-85.9451666,41.6075092,41.6075092+-85.9451666,p
1715,Concord Community High School,NA,Seth,Molnar,smolnar@concord.k12.in.us,59117 Minuteman Way,Elkhart,IN,46517,Elkhart,(574) 875-6524,(574) 875-8580,09,12,https://www.concord.k12.in.us/high-school/,-85.9286979,41.6356983,41.6356983+-85.9286979,p
1718,Concord Intermediate School,NA,Travis,Swanson,tswanson@concord.k12.in.us,59197 CR 13 S,Elkhart,IN,46517,Elkhart,(574) 830-0300,(574) 830-0302,05,06,https://www.concord.k12.in.us/intermediate/,-85.9246616,41.6363341,41.6363341+-85.9246616,p
1721,Concord East Side Elementary Sch,NA,Shad,Hartsough,shartsough@concord.k12.in.us,57156 CR 13 S,Elkhart,IN,46516,Elkhart,(574) 875-8517,(574) 875-5985,KG,04,https://www.concord.k12.in.us/east-side-elementary,-85.9156491,41.6646549,41.6646549+-85.9156491,p
1723,Concord Ox Bow Elementary School,NA,Carrie,Garber,cgarber@concord.k12.in.us,23525 CR 45,Elkhart,IN,46516,Elkhart,(574) 875-8538,(574) 875-4108,KG,04,https://www.concord.k12.in.us/ox-bow-elementary,-85.91583990000001,41.6367214,41.6367214+-85.9158399,p
1725,Concord South Side Elementary Sch,NA,Jennifer,Loupee,jloupee@concord.k12.in.us,23702 Arlene Ave,Elkhart,IN,46517,Elkhart,(574) 875-6565,(574) 875-4208,KG,04,https://www.concord.k12.in.us/south-side-elementary,-85.91967369999999,41.6325002,41.6325002+-85.9196737,p
1729,Concord West Side Elem School,NA,Jessica,Brock,jbrock@concord.k12.in.us,230 W Mishawaka Rd,Elkhart,IN,46517,Elkhart,(574) 293-2531,(574) 293-9507,KG,04,https://www.concord.k12.in.us/west-side-elementary,-85.9682102,41.6530355,41.6530355+-85.9682102,p
1656,Jefferson Elementary School,NA,Tricia,Brickner,bricknert@mcsin-k12.org,18565 CR 20,Goshen,IN,46528,Elkhart,(574) 822-5399,(574) 533-3731,KG,03,http://www.mcsin-k12.org/jes/index.cfm,-85.82318509999999,41.6459232,41.6459232+-85.8231851,p
1657,Northridge Middle School,NA,Rachel,Vallance,vallancer@mcsin-k12.org,56691 Northridge Dr,Middlebury,IN,46540,Elkhart,(574) 825-9531,(574) 825-9154,06,08,http://www.mcsin-k12.org/nms/index.cfm,-85.7270801,41.6725686,41.6725686+-85.7270801,p
1697,York Elementary School,NA,Joseph,Kominowski,kominowskij@mcsin-k12.org,13549 SR 120,Bristol,IN,46507,Elkhart,(574) 825-5312,(574) 825-0146,KG,03,http://www.mcsin-k12.org/yes/index.cfm,-85.7288837,41.7262876,41.7262876+-85.7288837,p
1731,Heritage Intermediate School,NA,David,Gaskill,gaskilld@mcsin-k12.org,56647 Northridge Dr,Middlebury,IN,46540,Elkhart,(574) 822-5396,(574) 825-2038,04,05,http://www.mcsin-k12.org/his/index.cfm,-85.72180929999999,41.6703711,41.6703711+-85.7218093,p
1732,Middlebury Elementary School,NA,Marion,Hostetler,hostetlerm@mcsin-k12.org,432 S Main St,Middlebury,IN,46540,Elkhart,(574) 825-2158,(574) 825-7959,KG,03,http://www.mcsin-k12.org/mes/index.cfm,-85.704871,41.6693325,41.6693325+-85.704871,p
1733,Northridge High School,NA,Andrew,Wood,wooda@mcsin-k12.org,56779 Northridge Dr,Middlebury,IN,46540,Elkhart,(574) 825-2142,(574) 825-1473,09,12,http://www.mcsin-k12.org/nhs/index.cfm,-85.72543639999999,41.6733865,41.6733865+-85.7254364,p
1734,Orchard View School,NA,Kyle,Martin,martink@mcsin-k12.org,56734 Northridge Dr,Middlebury,IN,46540,Elkhart,(574) 825-5405,(574) 825-5479,KG,03,http://www.mcsin-k12.org/ove/,-85.72443310000001,41.6723416,41.6723416+-85.7244331,p
1669,North Wood Middle School,NA,Steve,Bowser,sbowser@wanee.org,301 N Elkhart,Wakarusa,IN,46573,Elkhart,(574) 862-2710,(574) 862-2327,06,08,http://nwms.wanee.org,-86.02220170000001,41.5399084,41.5399084+-86.0222017,p
1735,Wakarusa Elementary School,NA,Sarah,Shaffer,seanglin@wanee.org,400 N Washington St,Wakarusa,IN,46573,Elkhart,(574) 862-2000,(574) 862-2095,KG,05,http://wes.wanee.org,-86.02762159999999,41.5407189,41.5407189+-86.0276216,p
1737,North Wood High School,NA,Weston,Lambert,wglambert@wanee.org,2101 N Main St,Nappanee,IN,46550,Elkhart,(574) 773-4127,(574) 773-4099,09,12,http://nwhs.wanee.org,-85.9996445,41.4597504,41.4597504+-85.9996445,p
1743,Nappanee Elementary School,NA,Randy,Cripe,rcripe@wanee.org,755 E Van Buren St,Nappanee,IN,46550,Elkhart,(574) 773-7421,(574) 773-2199,KG,05,http://nes.wanee.org,-85.9931793,41.4449779,41.4449779+-85.9931793,p
1747,Woodview Elementary School,NA,Kim,Branham,kbranham@wanee.org,800 E Woodview Dr,Nappanee,IN,46550,Elkhart,(574) 773-3117,(574) 773-3011,KG,05,http://wdv.wanee.org,-85.9927805,41.4583137,41.4583137+-85.9927805,p
1617,Cleveland Elementary School,NA,Kelly,Carmichael,kcarmichael@elkhart.k12.in.us,53403 CR 1 N,Elkhart,IN,46514,Elkhart,(574) 262-5580,(574) 262-5582,KG,06,http://www.elkhart.k12.in.us/schools.php,-86.0481011,41.6989124,41.6989124+-86.0481011,p
1673,Osolo Elementary School,NA,Heather,Burton,hburton@elkhart.k12.in.us,24975 CR 6 E,Elkhart,IN,46514,Elkhart,(574) 262-5590,(574) 262-5799,PK,06,http://www.elkhart.k12.in.us/schools.php,-85.9449854,41.7252079,41.7252079+-85.9449854,p
1679,Eastwood Elementary School,NA,Donald,Kominowski,dkominowski@elkhart.k12.in.us,2605 CR 15 N,Elkhart,IN,46514,Elkhart,(574) 262-5583,(574) 262-5585,KG,06,http://www.elkhart.k12.in.us/schools.php,-85.90409729999999,41.721275,41.721275+-85.9040973,p
1681,Mary Feeser Elementary School,NA,Carolyn,Lesperance,clesperance@elkhart.k12.in.us,26665 CR 4 W,Elkhart,IN,46514,Elkhart,(574) 262-5586,(574) 262-5588,PK,06,http://www.elkhart.k12.in.us/schools.php,-85.9791249,41.7388745,41.7388745+-85.9791249,p
1693,Bristol Elementary School,NA,Timothy,Pedley,tpedley@elkhart.k12.in.us,705 Indiana Ave,Bristol,IN,46507,Elkhart,(574) 848-7421,(574) 848-7422,PK,06,http://www.elkhart.k12.in.us/schools.php,-85.8250254,41.7169592,41.7169592+-85.8250254,p
